fips,pop25,no_hs,some_hs,hs,some_college,associates,bachelors,graduate,county,state
31081,6244,61,273,1919,1659,708,1154,470,Hamilton,Nebraska
31083,2443,55,188,711,557,410,401,121,Harlan,Nebraska
31085,695,35,47,185,196,106,110,16,Hayes,Nebraska
31087,2038,18,130,764,484,262,260,120,Hitchcock,Nebraska
31089,7079,219,299,2333,1617,1107,1099,405,Holt,Nebraska
31091,511,17,16,177,104,75,87,35,Hooker,Nebraska
31093,4452,194,125,1663,1112,444,691,223,Howard,Nebraska
31095,5150,142,309,2056,1244,610,625,164,Jefferson,Nebraska
31097,3763,217,304,1588,648,404,411,191,Johnson,Nebraska
31099,4453,79,93,1523,1217,531,712,298,Kearney,Nebraska
31101,6005,131,400,1910,1559,764,856,385,Keith,Nebraska
31103,551,17,9,196,108,95,82,44,Keya Paha,Nebraska
31105,2626,77,224,887,644,316,351,127,Kimball,Nebraska
31107,5874,209,310,1954,1359,769,902,371,Knox,Nebraska
31109,191704,5267,7228,42019,41378,21473,47397,26942,Lancaster,Nebraska
31111,24247,642,1000,7268,6627,3346,3472,1892,Lincoln,Nebraska
31113,585,9,34,164,168,95,106,9,Logan,Nebraska
31115,461,4,6,163,135,46,80,27,Loup,Nebraska
31117,338,17,20,84,82,51,61,23,McPherson,Nebraska
31119,22935,1232,1028,7034,4890,3604,3673,1474,Madison,Nebraska
31121,5496,154,178,1814,1761,635,724,230,Merrick,Nebraska
31123,3367,155,295,1108,809,389,484,127,Morrill,Nebraska
31125,2504,103,110,915,592,288,282,214,Nance,Nebraska
31127,4601,88,232,1447,1094,448,923,369,Nemaha,Nebraska
31129,3108,78,157,1200,693,385,367,228,Nuckolls,Nebraska
31131,10881,387,537,3956,2293,1340,1724,644,Otoe,Nebraska
31133,1953,143,87,783,403,195,230,112,Pawnee,Nebraska
31135,2063,85,135,521,625,164,388,145,Perkins,Nebraska
31137,6242,91,305,1994,1457,778,1158,459,Phelps,Nebraska
31139,4861,150,104,1673,906,946,815,267,Pierce,Nebraska
31141,21718,1252,1211,6665,4804,2964,3390,1432,Platte,Nebraska
31143,3659,75,219,1207,881,506,561,210,Polk,Nebraska
31145,7364,124,456,2331,2169,897,895,492,Red Willow,Nebraska
31147,5809,92,304,2071,1644,638,743,317,Richardson,Nebraska
31149,986,24,26,384,255,91,159,47,Rock,Nebraska
31151,8787,980,402,3097,1816,1237,833,422,Saline,Nebraska
31153,113634,1886,3515,23961,27469,11246,29327,16230,Sarpy,Nebraska
31155,14278,241,794,4253,3588,1782,2490,1130,Saunders,Nebraska
31157,24207,1432,1584,7002,6328,2449,3762,1650,Scotts Bluff,Nebraska
31159,10843,228,415,2916,2337,1782,2129,1036,Seward,Nebraska
31161,3695,151,203,1266,857,345,604,269,Sheridan,Nebraska
31163,2231,68,89,865,575,229,278,127,Sherman,Nebraska
31165,897,35,25,278,217,103,199,40,Sioux,Nebraska
31167,4067,153,133,1314,1007,784,492,184,Stanton,Nebraska
31169,3637,89,178,1280,854,515,501,220,Thayer,Nebraska
31171,467,4,31,137,135,48,89,23,Thomas,Nebraska
31173,3868,134,346,1272,1018,452,432,214,Thurston,Nebraska
31175,2985,85,140,1083,735,261,527,154,Valley,Nebraska
31177,13792,135,454,4267,3081,1680,3025,1150,Washington,Nebraska
31179,5340,47,177,1359,1203,713,1209,632,Wayne,Nebraska
31181,2486,55,139,868,554,308,351,211,Webster,Nebraska
31183,642,8,23,220,193,87,76,35,Wheeler,Nebraska
31185,9312,127,457,2746,2186,1178,1785,833,York,Nebraska
32001,16466,667,825,5327,4969,1798,2008,872,Churchill,Nevada
32003,1454973,89174,119608,415643,368990,114399,229999,117160,Clark,Nevada
32005,36536,873,1411,8797,10654,4249,6545,4007,Douglas,Nevada
32007,33202,2058,2848,9833,9370,3038,3769,2286,Elko,Nevada
32009,769,36,58,325,186,37,91,36,Esmeralda,Nevada
32011,1324,29,61,516,433,130,146,9,Eureka,Nevada
32013,10999,763,1040,3775,2767,865,1080,709,Humboldt,Nevada
32015,3693,244,314,1428,790,490,182,245,Lander,Nevada
32017,3747,84,456,1225,994,323,403,262,Lincoln,Nevada
32019,38127,1409,3498,12395,11505,3991,3711,1618,Lyon,Nevada
32021,3349,48,384,1228,961,246,354,128,Mineral,Nevada
32023,33820,1222,3594,12475,9354,3285,2848,1042,Nye,Nevada
32027,5159,406,539,1740,1301,411,403,359,Pershing,Nevada
32029,3142,16,146,942,960,176,642,260,Storey,Nevada
32031,310186,14981,21436,74194,79431,25677,59069,35398,Washoe,Nevada
32033,7066,281,715,2681,1668,668,747,306,White Pine,Nevada
32510,38892,1612,3327,10705,10678,3916,5513,3141,Carson City,Nevada
33001,44796,825,2511,12773,9570,4590,8858,5669,Belknap,New Hampshire
33003,37013,544,1742,11072,7373,3847,7788,4647,Carroll,New Hampshire
33005,53033,1125,2588,16625,9991,5416,10349,6939,Cheshire,New Hampshire
33007,24442,893,1886,9801,4798,2649,2988,1427,Coos,New Hampshire
33009,62875,1444,3094,16968,10699,5228,12778,12664,Grafton,New Hampshire
33011,288293,8439,15137,75884,52987,28283,68670,38893,Hillsborough,New Hampshire
33013,105915,2197,4501,29457,19821,12271,21769,15899,Merrimack,New Hampshire
33015,220700,3298,8267,55297,41206,22721,56245,33666,Rockingham,New Hampshire
33017,83241,1694,4576,23287,15677,8363,18421,11223,Strafford,New Hampshire
33019,31807,717,2129,11841,5569,3019,5411,3121,Sullivan,New Hampshire
34001,185383,9461,14843,59511,37325,13507,33951,16785,Atlantic,New Jersey
34003,654826,26012,24909,153824,95317,38657,197262,118845,Bergen,New Jersey
34005,312942,6609,13492,88538,60273,26754,75466,41810,Burlington,New Jersey
34007,347459,15717,24499,104485,67857,24438,69337,41126,Camden,New Jersey
34009,69876,2155,4001,22758,13595,5387,14407,7573,Cape May,New Jersey
34011,103911,9605,13339,40015,18407,7301,10474,4770,Cumberland,New Jersey
34013,532091,37761,38074,149777,90420,30967,110505,74587,Essex,New Jersey
34015,199632,4538,9723,65856,37836,18046,41935,21698,Gloucester,New Jersey
34017,475270,42836,32387,122015,62911,20909,121756,72456,Hudson,New Jersey
34019,88432,1738,2597,18755,13632,5730,27155,18825,Hunterdon,New Jersey
34021,247693,13686,16031,60605,39896,13507,53329,50639,Mercer,New Jersey
34023,567183,29340,28508,146032,85334,35948,143500,98521,Middlesex,New Jersey
34025,435048,11794,17929,104602,73427,31923,117766,77607,Monmouth,New Jersey
34027,345141,9678,9910,69634,48015,22920,106686,78298,Morris,New Jersey
34029,407165,11139,22271,138021,84668,32368,78983,39715,Ocean,New Jersey
34031,333073,30245,25051,113580,53133,17578,62770,30716,Passaic,New Jersey
34033,44254,2038,3426,16680,8383,4456,6318,2953,Salem,New Jersey
34035,228710,5647,6511,45738,32288,13839,67658,57029,Somerset,New Jersey
34037,100910,1519,3772,31645,20226,8491,23865,11392,Sussex,New Jersey
34039,375148,28874,22787,107744,62424,21741,78955,52623,Union,New Jersey
34041,75395,2825,3836,23753,14369,6602,15832,8178,Warren,New Jersey
35001,463080,20779,31137,107599,108710,37700,85779,71376,Bernalillo,New Mexico
35003,2957,103,77,1269,684,168,416,240,Catron,New Mexico
35005,41387,4658,4432,11515,9875,3557,4888,2462,Chaves,New Mexico
35006,18136,896,2258,5763,4783,2003,1552,881,Cibola,New Mexico
35007,9116,285,699,2986,2490,786,1124,746,Colfax,New Mexico
35009,30624,2149,3071,8412,8044,2899,4007,2042,Curry,New Mexico
35011,1325,44,138,526,437,50,71,59,De Baca,New Mexico
35013,129625,14821,11910,29324,28090,9856,21351,14273,Do�a Ana,New Mexico
35015,37018,2127,3613,13656,8272,3446,3687,2217,Eddy,New Mexico
35017,20006,1089,1489,5107,5196,1664,3232,2229,Grant,New Mexico
35019,3361,197,480,1412,696,185,275,116,Guadalupe,New Mexico
35021,383,13,33,126,82,36,71,22,Harding,New Mexico
35023,3071,297,343,1035,681,280,281,154,Hidalgo,New Mexico
35025,41947,5351,6014,13575,8786,2751,3353,2117,Lea,New Mexico
35027,14636,564,676,4258,3575,1273,2983,1307,Lincoln,New Mexico
35028,13051,70,213,1289,1704,1099,3560,5116,Los Alamos,New Mexico
35029,15533,2503,2382,4983,2730,1040,1210,685,Luna,New Mexico
35031,43920,4134,6691,14797,10012,3198,2759,2329,McKinley,New Mexico
35033,3279,81,193,1146,1215,278,194,172,Mora,New Mexico
35035,43102,2984,4111,11741,11516,4571,4813,3366,Otero,New Mexico
35037,5934,362,656,2365,1179,432,504,436,Quay,New Mexico
35039,26647,1273,2396,8328,7422,2305,3336,1587,Rio Arriba,New Mexico
35041,10897,922,1163,3236,2250,591,1584,1151,Roosevelt,New Mexico
35043,95959,2985,6936,23979,24433,8855,17573,11198,Sandoval,New Mexico
35045,81510,4732,8155,25023,22507,8708,7030,5355,San Juan,New Mexico
35047,19471,1428,2230,5121,4587,1687,2473,1945,San Miguel,New Mexico
35049,109763,5973,6178,25183,20854,6667,22236,22672,Santa Fe,New Mexico
35051,8655,407,915,2462,2349,751,1123,648,Sierra,New Mexico
35053,10947,903,1388,3981,1850,502,1247,1076,Socorro,New Mexico
35055,23952,941,1669,6295,6677,1656,3865,2849,Taos,New Mexico
35057,10869,385,1155,3982,2678,975,1020,674,Torrance,New Mexico
35059,3074,242,374,1295,595,179,241,148,Union,New Mexico
35061,51045,3025,5660,16718,12416,4516,5291,3419,Valencia,New Mexico
36001,204509,5083,9947,49310,33017,22729,43077,41346,Albany,New York
36003,30155,968,2055,11052,5852,4126,3030,3072,Allegany,New York
36005,924137,131141,127815,255427,159430,67190,118587,64547,Bronx,New York
36007,128950,3520,8793,40079,23493,16591,20188,16286,Broome,New York
36009,53030,2103,4007,20869,9189,6726,5627,4509,Cattaraugus,New York
36011,55526,1704,5108,18306,10503,7512,7451,4942,Cayuga,New York
36013,89858,3197,6788,32222,16157,11972,10819,8703,Chautauqua,New York
36015,59921,1763,4026,21581,11134,7120,7813,6484,Chemung,New York
36017,34458,1049,3027,13439,6560,4068,3470,2845,Chenango,New York
36019,54954,2319,4339,20505,9506,5697,6377,6211,Clinton,New York
36021,45606,1547,2845,13918,7755,5281,7327,6933,Columbia,New York
36023,30162,796,2004,9850,5357,4049,4521,3585,Cortland,New York
36025,32888,1030,2845,12386,5579,3830,4077,3141,Delaware,New York
36027,204465,6540,12786,53655,37742,21787,39655,32300,Dutchess,New York
36029,643713,17901,37525,178600,117424,75627,120854,95782,Erie,New York
36031,28731,840,1706,9451,5545,3269,4535,3385,Essex,New York
36033,35688,1529,3173,13421,6535,4096,3367,3567,Franklin,New York
36035,38600,1192,3680,13795,7666,5414,3660,3193,Fulton,New York
36037,41265,638,2639,15105,7966,6026,5202,3689,Genesee,New York
36039,35427,1189,3334,13526,5331,4224,4561,3262,Greene,New York
36041,3536,94,523,1007,806,425,314,367,Hamilton,New York
36043,43844,1518,2889,16236,8152,5861,5303,3885,Herkimer,New York
36045,72369,1845,4612,24590,16124,9083,9305,6810,Jefferson,New York
36047,1777281,163082,163387,455299,238066,108986,390322,258139,Kings,New York
36049,18373,533,1336,8469,2797,2242,1651,1345,Lewis,New York
36051,42687,995,3408,14037,8018,5396,5800,5033,Livingston,New York
36053,47906,1296,2919,16311,8312,6157,7351,5560,Madison,New York
36055,510506,16138,33332,122362,87003,59390,106503,85778,Monroe,New York
36057,34213,1606,3246,12028,6715,4642,3407,2569,Montgomery,New York
36059,940610,43513,38828,216539,142757,73886,232755,192332,Nassau,New York
36061,1247071,87317,74920,155048,121886,49575,391234,367091,New York,New York
36063,150607,3756,9501,51509,29872,20170,20459,15340,Niagara,New York
36065,159279,6959,11231,52346,30058,19370,23200,16115,Oneida,New York
36067,315658,9034,20308,79760,56575,38062,62616,49303,Onondaga,New York
36069,76734,1555,3491,20535,14161,10518,14511,11963,Ontario,New York
36071,240918,8661,16113,71452,48146,24755,41463,30328,Orange,New York
36073,29632,1089,2732,11503,6342,3259,2925,1782,Orleans,New York
36075,80149,2684,7120,30175,14783,10493,8774,6120,Oswego,New York
36077,39907,952,2545,12780,6766,4539,6456,5869,Otsego,New York
36079,70298,2497,2454,18926,11868,6526,16003,12024,Putnam,New York
36081,1646256,167643,136238,454105,240393,128878,327893,191106,Queens,New York
36083,111082,2736,6566,32314,19872,16111,19164,14319,Rensselaer,New York
36085,328753,16162,21513,101738,56186,24828,64778,43548,Richmond,New York
36087,203509,11305,13275,45768,33806,16723,45325,37307,Rockland,New York
36089,71856,2631,5469,26522,12255,8004,8292,8683,St. Lawrence,New York
36091,161493,2736,6772,39539,26583,18961,38044,28858,Saratoga,New York
36093,106960,3795,6586,31383,17827,13789,19016,14564,Schenectady,New York
36095,22210,720,1586,8205,4074,2674,2860,2091,Schoharie,New York
36097,13200,444,970,4824,2640,1385,1745,1192,Schuyler,New York
36099,24803,1262,2350,8665,4413,2932,2985,2196,Seneca,New York
36101,68069,2144,4667,25439,11285,8805,8119,7610,Steuben,New York
36103,1028820,45995,52612,287538,180814,95513,200412,165936,Suffolk,New York
36105,53101,2480,4864,17834,9832,5777,6934,5380,Sullivan,New York
36107,34739,697,2495,12549,6288,3861,5552,3297,Tioga,New York
36109,59782,977,2470,11592,7446,5785,13620,17892,Tompkins,New York
36111,129932,4093,8202,38655,23670,13465,23201,18646,Ulster,New York
36113,47790,1200,2789,15212,8957,5293,7750,6589,Warren,New York
36115,44839,1918,3601,17111,8242,4816,5191,3960,Washington,New York
36117,63828,2176,4562,22077,12098,8686,8142,6087,Wayne,New York
36119,665958,42544,38785,130268,91977,41487,159698,161199,Westchester,New York
36121,29144,923,2099,11861,5413,4027,2994,1827,Wyoming,New York
36123,16597,1423,864,5643,2820,1796,2312,1739,Yates,New York
37001,108031,6101,9528,29784,25774,10963,18098,7783,Alamance,North Carolina
37003,26726,1483,3441,10321,4587,2964,2695,1235,Alexander,North Carolina
37005,8243,575,1351,2430,1803,710,861,513,Alleghany,North Carolina
37007,18092,956,2566,7504,3753,1583,1295,435,Anson,North Carolina
37009,20232,1123,2064,6534,4398,2265,2573,1275,Ashe,North Carolina
37011,13124,838,1487,3900,3142,1056,1605,1096,Avery,North Carolina
37013,33712,1298,2890,11331,7812,3848,4141,2392,Beaufort,North Carolina
37015,14535,981,2114,5529,2906,1060,1186,759,Bertie,North Carolina
37017,24149,1589,3209,8075,5434,2206,2579,1057,Bladen,North Carolina
37019,99108,2598,6925,28379,22367,10471,18070,10298,Brunswick,North Carolina
37021,186112,5590,11203,43596,36541,16249,45002,27931,Buncombe,North Carolina
37023,64274,4660,7598,19602,14386,7365,6921,3742,Burke,North Carolina
37025,133055,4649,8653,33485,31644,13152,27446,14026,Cabarrus,North Carolina
37027,58756,4085,7828,19103,12963,5812,5932,3033,Caldwell,North Carolina
37029,7259,470,572,2097,1805,1013,856,446,Camden,North Carolina
37031,51955,1472,3131,13055,13483,6062,8692,6060,Carteret,North Carolina
37033,16672,1188,2236,5544,3382,1741,1810,771,Caswell,North Carolina
37035,108168,5403,10621,33069,23475,11858,16281,7461,Catawba,North Carolina
37037,51061,2695,3331,10910,8918,4118,11228,9861,Chatham,North Carolina
37039,21231,966,1946,7354,4378,2501,2300,1786,Cherokee,North Carolina
37041,10505,493,1189,3598,2259,891,1433,642,Chowan,North Carolina
37043,8298,294,664,2834,1807,809,1126,764,Clay,North Carolina
37045,66458,3290,7360,23073,14033,7136,6973,4593,Cleveland,North Carolina
37047,39376,2471,4791,13660,9599,3711,3545,1599,Columbus,North Carolina
37049,67456,2931,5026,17478,17740,6929,11052,6300,Craven,North Carolina
37051,204821,5970,13031,52253,59682,22633,33460,17792,Cumberland,North Carolina
37053,18278,456,1524,5059,5091,1928,3153,1067,Currituck,North Carolina
37055,26650,709,1084,6180,7206,2686,5720,3065,Dare,North Carolina
37057,115223,6327,12755,38062,24914,11895,15055,6215,Davidson,North Carolina
37059,29908,1246,2733,9386,6606,3074,4284,2579,Davie,North Carolina
37061,39936,4983,5334,12972,8457,3754,3019,1417,Duplin,North Carolina
37063,209457,11567,12743,36237,35435,13987,52989,46499,Durham,North Carolina
37065,36580,2635,4803,13628,7383,3502,2978,1651,Edgecombe,North Carolina
37067,248472,11292,16643,63603,52443,20483,52785,31223,Forsyth,North Carolina
37069,44814,2612,4502,13198,10609,4367,6596,2930,Franklin,North Carolina
37071,149208,7371,15412,46018,34551,15144,21543,9169,Gaston,North Carolina
37073,8345,280,865,3032,1898,1066,716,488,Gates,North Carolina
37075,6042,429,722,2249,1400,427,498,317,Graham,North Carolina
37077,41378,3030,3492,12936,8781,3896,6298,2945,Granville,North Carolina
37079,14942,1594,2276,4861,3172,1468,1199,372,Greene,North Carolina
37081,348658,13883,24049,82991,75327,29490,79086,43832,Guilford,North Carolina
37083,36391,2769,5434,13753,6302,2880,3527,1726,Halifax,North Carolina
37085,83751,3756,7679,25063,20776,9110,11475,5892,Harnett,North Carolina
37087,45175,1227,4156,11993,10501,6011,6792,4495,Haywood,North Carolina
37089,84199,2874,5672,20478,20108,8327,17517,9223,Henderson,North Carolina
37091,16731,1087,2390,5307,3968,1528,1568,883,Hertford,North Carolina
37093,34100,1774,2995,9475,9673,3911,4331,1941,Hoke,North Carolina
37095,3856,127,582,1602,884,298,266,97,Hyde,North Carolina
37097,118031,4848,8167,33120,27007,12416,22559,9914,Iredell,North Carolina
37099,26979,1170,1971,7205,5389,3018,4418,3808,Jackson,North Carolina
37101,126455,6730,10643,37055,28516,15919,19697,7895,Johnston,North Carolina
37103,7271,370,967,2213,2244,527,663,287,Jones,North Carolina
37105,40245,2817,3846,10936,9234,4991,5665,2756,Lee,North Carolina
37107,39815,2993,4807,12800,8913,4517,3964,1821,Lenoir,North Carolina
37109,57897,2432,5925,18013,13592,5560,8542,3833,Lincoln,North Carolina
37111,32591,1782,3501,10909,6947,3954,3877,1621,McDowell,North Carolina
37113,25872,1077,1861,7914,6346,2422,4217,2035,Macon,North Carolina
37115,15256,1049,1180,4678,2909,1227,2483,1730,Madison,North Carolina
37117,16568,970,1797,5712,3725,1576,1724,1064,Martin,North Carolina
37119,704399,32187,37694,122374,141319,55480,207540,107805,Mecklenburg,North Carolina
37121,11136,751,970,3744,2467,1113,1389,702,Mitchell,North Carolina
37123,18993,1457,2476,6628,3876,1761,1986,809,Montgomery,North Carolina
37125,69136,2247,4386,15230,14638,7133,15260,10242,Moore,North Carolina
37127,64653,3102,6337,21746,13416,6547,9014,4491,Nash,North Carolina
37129,152667,3325,7443,32914,33981,15037,40253,19714,New Hanover,North Carolina
37131,15029,1029,2059,5964,2610,1442,1142,783,Northampton,North Carolina
37133,103180,2508,6537,30077,31036,10972,15357,6693,Onslow,North Carolina
37135,88943,3227,3251,13182,12186,5904,22102,29091,Orange,North Carolina
37137,9944,273,919,3011,2766,1047,1205,723,Pamlico,North Carolina
37139,26814,1285,2340,8466,6585,2640,3358,2140,Pasquotank,North Carolina
37141,41598,1788,3401,12059,9050,4299,6949,4052,Pender,North Carolina
37143,10114,532,829,3112,2583,998,1422,638,Perquimans,North Carolina
37145,27924,1360,2453,10112,6369,3358,3009,1263,Person,North Carolina
37147,106889,3531,7792,25219,23546,12778,21922,12101,Pitt,North Carolina
37149,15803,592,841,4108,3658,1590,3002,2012,Polk,North Carolina
37151,98630,6380,11955,33355,21579,9802,11215,4344,Randolph,North Carolina
37153,30570,2230,3805,10681,6682,2908,2838,1426,Richmond,North Carolina
37155,85658,7105,12542,29092,17810,7789,7772,3548,Robeson,North Carolina
37157,65464,3620,7774,22602,15663,6016,6856,2933,Rockingham,North Carolina
37159,95856,5130,8988,31477,22174,10134,13081,4872,Rowan,North Carolina
37161,47424,2450,5795,15142,10434,5410,5506,2687,Rutherford,North Carolina
37163,42517,4216,5276,14171,9178,4249,3878,1549,Sampson,North Carolina
37165,23674,1329,3442,8063,5067,2098,2320,1355,Scotland,North Carolina
37167,42655,1852,4507,14813,9802,4940,4775,1966,Stanly,North Carolina
37169,33602,1588,3941,13815,6516,3271,3413,1058,Stokes,North Carolina
37171,50677,4455,6540,14834,10396,5954,5671,2827,Surry,North Carolina
37173,9857,683,1458,3067,2127,949,1083,490,Swain,North Carolina
37175,25365,859,2041,6837,5571,2070,4754,3233,Transylvania,North Carolina
37177,3304,143,666,1298,578,299,222,98,Tyrrell,North Carolina
37179,144036,5613,9062,35959,30990,12250,34718,15444,Union,North Carolina
37181,29935,1735,4263,11076,6030,2964,2605,1262,Vance,North Carolina
37183,694882,22860,27621,107053,120071,57046,226260,133971,Wake,North Carolina
37185,14417,901,1912,4909,3406,1050,1479,760,Warren,North Carolina
37187,8386,788,895,2998,2014,745,659,287,Washington,North Carolina
37189,30984,1209,2034,6294,5937,2621,7440,5449,Watauga,North Carolina
37191,82105,5601,7450,25056,18771,9176,11380,4671,Wayne,North Carolina
37193,49067,3926,6596,15436,10515,4968,5234,2392,Wilkes,North Carolina
37195,55252,4126,6754,17631,10826,5094,7689,3132,Wilson,North Carolina
37197,26633,1769,3283,9234,6336,2999,2119,893,Yadkin,North Carolina
37199,13119,719,1357,4278,2854,1292,1605,1014,Yancey,North Carolina
38001,1689,22,54,567,390,173,309,174,Adams,North Dakota
38003,7626,235,418,2150,1790,955,1423,655,Barnes,North Dakota
38005,3915,176,432,1168,898,630,467,144,Benson,North Dakota
38007,685,28,49,219,105,104,129,51,Billings,North Dakota
38009,4617,178,229,1347,1172,595,874,222,Bottineau,North Dakota
38011,2153,60,151,660,486,273,395,128,Bowman,North Dakota
38013,1426,47,51,421,405,184,240,78,Burke,North Dakota
38015,63250,1664,2144,14759,13115,9377,16151,6040,Burleigh,North Dakota
38017,109453,2738,3252,21590,22769,15984,30597,12523,Cass,North Dakota
38019,2756,148,85,823,722,394,481,103,Cavalier,North Dakota
38021,3387,182,153,954,695,498,665,240,Dickey,North Dakota
38023,1830,49,58,672,518,196,312,25,Divide,North Dakota
38025,3001,131,165,1049,664,362,499,131,Dunn,North Dakota
38027,1643,65,99,510,328,242,283,116,Eddy,North Dakota
38029,2511,202,123,904,586,282,367,47,Emmons,North Dakota
38031,2333,36,145,661,532,396,411,152,Foster,North Dakota
38033,1295,45,55,321,330,180,288,76,Golden Valley,North Dakota
38035,41166,860,1257,9566,9966,5297,9388,4832,Grand Forks,North Dakota
38037,1779,93,64,664,410,238,230,80,Grant,North Dakota
38039,1685,102,60,516,363,207,378,59,Griggs,North Dakota
38041,1892,122,131,668,502,197,213,59,Hettinger,North Dakota
38043,1735,85,89,606,399,246,250,60,Kidder,North Dakota
38045,2948,281,189,817,685,269,525,182,LaMoure,North Dakota
38047,1429,137,54,516,326,161,202,33,Logan,North Dakota
38049,4158,167,255,1418,899,595,685,139,McHenry,North Dakota
38051,2028,272,132,602,404,277,230,111,McIntosh,North Dakota
38053,7603,169,456,2191,1810,990,1450,537,McKenzie,North Dakota
38055,6964,234,338,2373,1496,1095,1152,276,McLean,North Dakota
38057,6040,269,174,1635,1535,1120,918,389,Mercer,North Dakota
38059,21357,835,965,6540,4874,2530,4155,1458,Morton,North Dakota
38061,6439,196,385,2048,1465,1021,1023,301,Mountrail,North Dakota
38063,2203,58,125,681,523,317,400,99,Nelson,North Dakota
38065,1311,75,60,415,295,221,197,48,Oliver,North Dakota
38067,5107,238,345,1676,1155,653,836,204,Pembina,North Dakota
38069,3013,92,151,1066,800,325,430,149,Pierce,North Dakota
38071,7870,174,469,2275,1409,1485,1547,511,Ramsey,North Dakota
38073,3829,131,150,1497,863,435,608,145,Ransom,North Dakota
38075,1746,33,71,591,485,255,270,41,Renville,North Dakota
38077,10575,425,568,2909,2268,2122,1737,546,Richland,North Dakota
38079,8314,346,797,2092,2054,1365,1237,423,Rolette,North Dakota
38081,2825,126,108,1038,658,400,432,63,Sargent,North Dakota
38083,1096,64,94,410,267,141,97,23,Sheridan,North Dakota
38085,2370,88,292,762,584,259,290,95,Sioux,North Dakota
38087,521,14,42,146,104,77,121,17,Slope,North Dakota
38089,20068,696,950,6620,4797,2410,3331,1264,Stark,North Dakota
38091,1392,30,21,406,378,174,336,47,Steele,North Dakota
38093,14488,507,785,5017,3364,1406,2649,760,Stutsman,North Dakota
38095,1650,37,95,531,440,247,240,60,Towner,North Dakota
38097,5410,166,230,1382,1379,804,1070,379,Traill,North Dakota
38099,7653,491,590,2595,1656,1036,987,298,Walsh,North Dakota
38101,43300,1251,1603,13459,9858,4883,9138,3108,Ward,North Dakota
38103,2997,280,170,1025,551,309,532,130,Wells,North Dakota
38105,21702,553,1163,5736,6040,2820,4377,1013,Williams,North Dakota
39001,18922,1377,2565,8258,2962,1323,1589,848,Adams,Ohio
39003,69189,1381,5811,26653,14386,8611,7231,5116,Allen,Ohio
39005,35419,1325,2708,15148,6131,2639,4719,2749,Ashland,Ohio
39007,68500,3193,6415,30434,13450,5342,6324,3342,Ashtabula,Ohio
39009,36640,869,2958,12773,6103,3045,4962,5930,Athens,Ohio
39011,30920,440,1670,13513,6014,3441,3693,2149,Auglaize,Ohio
39013,50533,1098,3734,21588,10335,5586,5221,2971,Belmont,Ohio
39015,30285,993,2821,13953,5745,2468,2898,1407,Brown,Ohio
39017,241596,6729,16602,79198,47965,19080,45804,26218,Butler,Ohio
39019,19738,692,1541,9458,3790,1580,1625,1052,Carroll,Ohio
39021,26759,645,1856,12720,5376,2172,2603,1387,Champaign,Ohio
39023,92344,2798,8753,33945,21093,8560,10517,6678,Clark,Ohio
39025,139175,4008,9633,45984,27502,13090,25491,13467,Clermont,Ohio
39027,28099,888,2348,11146,6086,2387,3502,1742,Clinton,Ohio
39029,74532,2064,7012,33589,13895,6916,7410,3646,Columbiana,Ohio
39031,25256,1613,2366,12229,3900,1999,2225,924,Coshocton,Ohio
39033,29546,666,2206,13518,5806,2974,2820,1556,Crawford,Ohio
39035,875537,25396,67868,245164,191009,66841,163403,115856,Cuyahoga,Ohio
39037,35339,837,2457,17172,6533,3155,3405,1780,Darke,Ohio
39039,25899,622,1450,11388,5498,2621,2854,1466,Defiance,Ohio
39041,128544,1010,3212,24222,21867,8366,44156,25711,Delaware,Ohio
39043,53613,1163,3168,20267,11268,5553,7658,4536,Erie,Ohio
39045,102943,1928,5944,34633,22219,10219,18309,9691,Fairfield,Ohio
39047,19555,569,2144,9238,3209,1241,2220,934,Fayette,Ohio
39049,848603,24742,51963,210382,169153,59026,210562,122775,Franklin,Ohio
39051,28607,679,1848,11842,6237,3090,3359,1552,Fulton,Ohio
39053,20722,1180,2589,8427,3359,1994,2018,1155,Gallia,Ohio
39055,64100,3766,2311,16085,12621,4865,15763,8689,Geauga,Ohio
39057,111225,2530,4861,27141,23464,9859,22689,20681,Greene,Ohio
39059,27388,836,3029,12071,5026,2549,2407,1470,Guernsey,Ohio
39061,547348,13829,35481,144453,104164,46199,122937,80285,Hamilton,Ohio
39063,51617,764,3235,18696,10123,5034,8629,5136,Hancock,Ohio
39065,19169,609,1413,9283,3107,1582,1889,1286,Hardin,Ohio
39067,11015,563,1005,5311,1891,1134,692,419,Harrison,Ohio
39069,18764,285,1017,8109,3863,2108,2170,1212,Henry,Ohio
39071,29286,1359,3272,13285,5203,2484,2031,1652,Highland,Ohio
39073,20023,386,1677,8966,3955,2078,2011,950,Hocking,Ohio
39075,25374,8902,1859,8426,2938,996,1581,672,Holmes,Ohio
39077,39362,1595,3033,18335,7511,3534,3507,1847,Huron,Ohio
39079,22110,1109,2307,9252,4028,2042,2291,1081,Jackson,Ohio
39081,47535,1176,3417,20628,9438,5585,4577,2714,Jefferson,Ohio
39083,40001,1511,2222,15990,8224,2932,6118,3004,Knox,Ohio
39085,164770,3711,9479,52508,36654,16442,29206,16770,Lake,Ohio
39087,42604,1413,4342,18549,8029,4161,3854,2256,Lawrence,Ohio
39089,116088,2137,8072,40348,24451,10678,20242,10160,Licking,Ohio
